Ground-truth,frame,xnano,ynano,znano,intensity 
 9677,  4848, 2117.331, 3550.083, 60.490, 1824.901 
 9678,  4849, 2117.331, 3550.083, 60.490, 10364.276 
 9679,  4850, 2117.331, 3550.083, 60.490, 1655.863 
 9680,  4851, 2117.331, 3550.083, 60.490, 2727.270 
 9681,  4852, 2117.331, 3550.083, 60.490, 10364.276 
 9682,  4853, 2117.331, 3550.083, 60.490, 2610.026 
 9683,  4861, 2117.331, 3550.083, 60.490, 4491.708 
 9684,  4862, 2117.331, 3550.083, 60.490, 6251.191 
 9685,  4863, 2117.331, 3550.083, 60.490, 558.778 
 9686,  3989, 2113.369, 3552.593, 76.925, 1938.313 
 9687,  3990, 2113.369, 3552.593, 76.925, 10375.379 
 9688,  3991, 2113.369, 3552.593, 76.925, 8441.523 
 9689,  7872, 2112.954, 3552.657, 76.774, 9220.206 
 9690, 11981, 2120.571, 3512.537, 53.978, 8011.461 
 9691, 11982, 2120.571, 3512.537, 53.978, 10330.976 
 9692, 11983, 2120.571, 3512.537, 53.978, 2655.904 
 9693, 11984, 2120.571, 3512.537, 53.978, 421.178 
 9694, 11985, 2120.571, 3512.537, 53.978, 534.346 
 9695, 11986, 2120.571, 3512.537, 53.978, 10330.976 
 9696, 11987, 2120.571, 3512.537, 53.978, 3949.745 
 9697, 11988, 2120.571, 3512.537, 53.978, 10330.976 
 9698, 11989, 2120.571, 3512.537, 53.978, 5603.190 
 9699, 16310, 2123.032, 3545.340, 68.543, 6550.655 
 9700, 16311, 2123.032, 3545.340, 68.543, 10358.066 
 9701, 16312, 2123.032, 3545.340, 68.543, 10358.066 
 9702, 16313, 2123.032, 3545.340, 68.543, 151.947 
 9703, 10106, 2111.614, 3525.376, 66.688, 3152.301 
 9704,  6527, 2136.017, 3520.120, 59.397, 8387.103 
 9705,  6528, 2136.017, 3520.120, 59.397, 10371.403 
 9706,  6529, 2136.017, 3520.120, 59.397, 9522.104 
 9707, 14751, 2127.908, 3515.566, 67.681, 131.706 
 9708, 14754, 2127.908, 3515.566, 67.681, 3237.382 
 9709,  2545, 2113.676, 3553.988, 73.260, 563.262 
 9710, 17342, 2133.545, 3513.661, 67.831, 4262.734 
 9711, 13098, 2128.502, 3525.905, 53.691, 4187.764 
 9712, 15786, 2100.905, 3549.741, 60.035, 6778.038 
 9713,  3841, 2192.596, 3678.727, 106.682, 1643.244 
 9714,  5524, 2195.857, 3692.542, 117.796, 7338.618 
 9715,  5527, 2195.857, 3692.542, 117.796, 9654.088 
 9716,  5528, 2195.857, 3692.542, 117.796, 433.625 
 9717,  5359, 2199.430, 3686.202, 100.889, 7181.390 
 9718, 19872, 2180.214, 3695.424, 100.512, 5691.051 
 9719, 19873, 2180.214, 3695.424, 100.512, 2787.648 
 9720, 15507, 2193.763, 3673.638, 114.597, 2217.695 
 9721, 15508, 2193.763, 3673.638, 114.597, 1466.548 
 9722,  8250, 2174.261, 3699.513, 117.430, 1701.232 
 9723, 16277, 2192.730, 3674.700, 108.114, 8423.872 
 9724, 16278, 2192.730, 3674.700, 108.114, 4874.003 
 9725,  5588, 2175.874, 3693.426, 105.220, 4383.281 
 9726,  5589, 2175.874, 3693.426, 105.220, 7485.004 
 9727,  5592, 2175.874, 3693.426, 105.220, 6168.830 
 9728,  5593, 2175.874, 3693.426, 105.220, 3309.768 
 9729, 18694, 2172.804, 3696.858, 112.234, 666.881 
 9730, 18695, 2172.804, 3696.858, 112.234, 3263.605 
 9731, 18696, 2172.804, 3696.858, 112.234, 10354.850 
 9732, 18697, 2172.804, 3696.858, 112.234, 620.034 
 9733, 18698, 2172.804, 3696.858, 112.234, 10242.406 
 9734, 18699, 2172.804, 3696.858, 112.234, 10354.850 
 9735, 18700, 2172.804, 3696.858, 112.234, 2429.004 
 9736,  8412, 2192.115, 3693.404, 119.985, 618.315 
 9737,  8417, 2192.115, 3693.404, 119.985, 7686.671 
 9738, 12232, 2194.603, 3694.968, 103.710, 2888.484 
 9739, 12233, 2194.603, 3694.968, 103.710, 10373.909 
 9740, 12234, 2194.603, 3694.968, 103.710, 10373.909 
 9741, 12235, 2194.603, 3694.968, 103.710, 4379.250 
 9742, 12240, 2194.603, 3694.968, 103.710, 8009.739 
 9743, 12241, 2194.603, 3694.968, 103.710, 10373.909 
 9744, 12242, 2194.603, 3694.968, 103.710, 2588.359 
 9745, 12248, 2194.603, 3694.968, 103.710, 1028.841 
 9746, 12249, 2194.603, 3694.968, 103.710, 10373.909 
 9747, 12250, 2194.603, 3694.968, 103.710, 9835.464 
 9748, 12251, 2194.603, 3694.968, 103.710, 1944.326 
 9749, 15054, 2198.700, 3695.042, 116.204, 4711.995 
 9750, 15055, 2198.700, 3695.042, 116.204, 4727.584 
 9751, 19413, 2108.214, 3773.109, 101.742, 3184.809 
 9752, 10143, 2119.039, 3769.145, 118.641, 1088.155 
 9753,  6762, 2112.818, 3783.049, 98.194, 642.246 
 9754, 17192, 2129.419, 3774.217, 106.828, 4561.340 
 9755, 17193, 2129.419, 3774.217, 106.828, 10364.032 
 9756, 17194, 2129.419, 3774.217, 106.828, 4302.949 
 9757, 17195, 2129.419, 3774.217, 106.828, 5382.143 
 9758, 18625, 2122.919, 3769.146, 97.460, 5587.853 
 9759, 18626, 2122.919, 3769.146, 97.460, 5416.155 
 9760, 18627, 2122.919, 3769.146, 97.460, 2142.580 
 9761, 18628, 2122.919, 3769.146, 97.460, 7002.462 
 9762, 18631, 2122.919, 3769.146, 97.460, 3326.346 
 9763, 15784, 2188.564, 3707.290, 105.651, 4005.404 
 9764, 15785, 2188.564, 3707.290, 105.651, 9958.663 
 9765, 15789, 2188.564, 3707.290, 105.651, 430.197 
 9766, 13033, 2129.731, 3751.208, 117.844, 7562.427 
 9767, 13034, 2129.731, 3751.208, 117.844, 10307.029 
 9768, 13035, 2129.731, 3751.208, 117.844, 10307.029 
 9769, 13036, 2129.731, 3751.208, 117.844, 1184.096 
 9770,  2686, 2108.514, 3770.543, 108.793, 4800.960 
 9771, 19450, 2103.816, 3788.524, 117.237, 673.386 
 9772, 19452, 2103.816, 3788.524, 117.237, 4761.562 
 9773, 19453, 2103.816, 3788.524, 117.237, 10321.287 
 9774, 19454, 2103.816, 3788.524, 117.237, 10321.287 
 9775, 19455, 2103.816, 3788.524, 117.237, 10321.287 
 9776, 19456, 2103.816, 3788.524, 117.237, 8147.214 
 9777,  7626, 2146.815, 3724.484, 105.647, 3162.713 
 9778,  7631, 2146.815, 3724.484, 105.647, 1371.759 
 9779,  6042, 2163.351, 3733.384, 103.042, 6798.417 
 9780,  6043, 2163.351, 3733.384, 103.042, 1315.896 
 9781, 19617, 2118.254, 3779.909, 113.856, 2424.179 
 9782, 19618, 2118.254, 3779.909, 113.856, 1385.030 
 9783, 17061, 2171.840, 3724.909, 114.492, 7533.508 
 9784, 17062, 2171.840, 3724.909, 114.492, 6095.868 
 9785, 11916, 2115.560, 3776.657, 97.233, 1969.603 
 9786, 10624, 2170.882, 3722.311, 114.590, 2668.050 
 9787, 10625, 2170.882, 3722.311, 114.590, 10397.582 
 9788, 10626, 2170.882, 3722.311, 114.590, 2467.942 
 9789, 15636, 2126.518, 3766.593, 115.466, 4295.098 
 9790,  1340, 2184.167, 3712.616, 104.090, 1362.844 
 9791,  1341, 2184.167, 3712.616, 104.090, 1042.690 
 9792,  7396, 2152.592, 3728.163, 101.188, 3672.094 
 9793,  7397, 2152.592, 3728.163, 101.188, 2158.224 
 9794,  1399, 2105.189, 3776.875, 107.248, 5442.538 
 9795,  1400, 2105.189, 3776.875, 107.248, 2187.157 
 9796, 19692, 2125.679, 3773.068, 99.614, 285.394 
 9797, 19693, 2125.679, 3773.068, 99.614, 10332.646 
 9798, 19694, 2125.679, 3773.068, 99.614, 9022.694 
 9799, 17278, 2139.488, 3734.492, 104.385, 109.932 
 9800, 17281, 2139.488, 3734.492, 104.385, 7500.415 
 9801, 17282, 2139.488, 3734.492, 104.385, 8098.916 
 9802, 17284, 2139.488, 3734.492, 104.385, 9149.348 
 9803, 17285, 2139.488, 3734.492, 104.385, 7311.684 
 9804,  7702, 2183.576, 3703.828, 99.002, 6324.931 
 9805,  7703, 2183.576, 3703.828, 99.002, 8140.530 
 9806,  7706, 2183.576, 3703.828, 99.002, 8860.128 
 9807,  7707, 2183.576, 3703.828, 99.002, 10337.784 
 9808,  7708, 2183.576, 3703.828, 99.002, 2266.217 
 9809, 12700, 2174.177, 3701.263, 114.033, 5424.794 
 9810, 12703, 2174.177, 3701.263, 114.033, 3297.229 
 9811, 12704, 2174.177, 3701.263, 114.033, 5338.580 
 9812, 12705, 2174.177, 3701.263, 114.033, 7972.385 
 9813, 12706, 2174.177, 3701.263, 114.033, 10402.833 
 9814, 12707, 2174.177, 3701.263, 114.033, 3365.142 
 9815,  3179, 2133.361, 3766.723, 113.781, 4441.137 
 9816,  3521, 2162.108, 3709.113, 109.737, 719.977 
 9817,  7666, 2139.976, 3756.603, 118.954, 2939.672 
 9818,  7667, 2139.976, 3756.603, 118.954, 10373.978 
 9819,  7668, 2139.976, 3756.603, 118.954, 2524.608 
 9820, 15067, 2151.036, 3731.976, 115.788, 2034.276 
 9821,  5964, 2132.147, 3746.610, 110.610, 5721.743 
 9822,  5965, 2132.147, 3746.610, 110.610, 2230.622 
 9823, 10790, 2173.070, 3706.724, 119.176, 606.024 
 9824, 10797, 2173.070, 3706.724, 119.176, 4178.445 
 9825, 10798, 2173.070, 3706.724, 119.176, 10352.021 
 9826, 10799, 2173.070, 3706.724, 119.176, 1775.279 
 9827, 10800, 2173.070, 3706.724, 119.176, 774.145 
 9828, 10806, 2173.070, 3706.724, 119.176, 6810.093 
 9829, 10807, 2173.070, 3706.724, 119.176, 7456.632 
 9830,  3153, 2167.351, 3714.072, 101.522, 3682.885 
 9831, 16270, 2149.990, 3753.416, 109.368, 626.303 
 9832, 16273, 2149.990, 3753.416, 109.368, 3666.640 
 9833, 16274, 2149.990, 3753.416, 109.368, 5812.944 
 9834, 16275, 2149.990, 3753.416, 109.368, 9744.108 
 9835,  5197, 2141.426, 3738.395, 103.911, 5846.231 
 9836,  5198, 2141.426, 3738.395, 103.911, 10321.522 
 9837,  5199, 2141.426, 3738.395, 103.911, 10321.522 
 9838,  5200, 2141.426, 3738.395, 103.911, 8983.446 
 9839,  2562, 2190.102, 3706.467, 104.028, 120.287 
 9840, 16093, 2116.827, 3779.796, 118.069, 5135.766 
 9841, 16094, 2116.827, 3779.796, 118.069, 131.320 
 9842, 15194, 2110.974, 3792.759, 112.285, 5300.100 
 9843, 15195, 2110.974, 3792.759, 112.285, 10329.582 
 9844, 15196, 2110.974, 3792.759, 112.285, 1461.839 
 9845,  7337, 2190.193, 3704.235, 103.624, 8625.369 
 9846,  7338, 2190.193, 3704.235, 103.624, 6758.029 
 9847,   918, 2145.051, 3749.968, 97.600, 3827.966 
 9848,  2589, 2117.579, 3791.308, 110.755, 4572.890 
 9849,  6720, 2158.077, 3731.296, 119.727, 5155.403 
 9850,  6721, 2158.077, 3731.296, 119.727, 10312.181 
 9851,  6722, 2158.077, 3731.296, 119.727, 6159.140 
 9852,  2981, 2189.121, 3708.321, 115.641, 1389.539 
 9853,  2982, 2189.121, 3708.321, 115.641, 1090.376 
 9854,  7225, 2152.251, 3737.575, 97.856, 10072.431 
 9855,  7226, 2152.251, 3737.575, 97.856, 10373.559 
 9856,  7227, 2152.251, 3737.575, 97.856, 10373.559 
 9857,  7228, 2152.251, 3737.575, 97.856, 2313.249 
 9858,  7229, 2152.251, 3737.575, 97.856, 10373.559 
 9859,  7230, 2152.251, 3737.575, 97.856, 5816.953 
 9860,  7231, 2152.251, 3737.575, 97.856, 9843.419 
 9861,  6713, 2136.553, 3768.479, 107.924, 2350.339 
 9862,  7217, 2154.418, 3719.073, 108.857, 5280.792 
 9863,  3138, 2126.712, 3760.918, 119.552, 3438.048 
 9864,  3139, 2126.712, 3760.918, 119.552, 2583.185 
 9865, 16106, 2112.546, 3776.206, 116.445, 2083.093 
 9866, 16107, 2112.546, 3776.206, 116.445, 9926.584 
 9867, 16718, 2151.248, 3745.352, 113.579, 2566.955 
 9868, 16723, 2151.248, 3745.352, 113.579, 3126.850 
 9869, 18334, 2126.851, 3751.615, 105.356, 1671.461 
 9870,  7707, 2117.705, 3757.958, 113.146, 7310.005 
 9871,  7708, 2117.705, 3757.958, 113.146, 10296.935 
 9872,  7709, 2117.705, 3757.958, 113.146, 10296.935 
 9873,  7710, 2117.705, 3757.958, 113.146, 1793.343 
 9874,  2256, 2188.259, 3702.708, 99.747, 2356.031 
 9875,  2259, 2188.259, 3702.708, 99.747, 3883.652 
 9876,    31, 2104.825, 3800.365, 110.390, 4541.221 
 9877,    32, 2104.825, 3800.365, 110.390, 396.148 
 9878, 11553, 2102.551, 3805.301, 110.524, 4375.274 
 9879, 11561, 2102.551, 3805.301, 110.524, 9195.640 
 9880, 11562, 2102.551, 3805.301, 110.524, 10324.852 
 9881, 11563, 2102.551, 3805.301, 110.524, 10324.852 
 9882, 11564, 2102.551, 3805.301, 110.524, 10324.852 
 9883, 11565, 2102.551, 3805.301, 110.524, 262.756 
 9884,  3189, 2105.104, 3800.065, 108.987, 9175.941 
 9885,  9105, 2227.116, 2287.191, 172.262, 3134.322 
 9886, 10050, 2208.661, 2272.893, 178.015, 9617.715 
 9887, 10051, 2208.661, 2272.893, 178.015, 4178.022 
 9888,  1729, 2255.348, 2291.623, 173.516, 5227.279 
 9889,  1730, 2255.348, 2291.623, 173.516, 1658.244 
 9890,  4071, 2212.194, 2292.066, 190.635, 3488.672 
 9891,  4072, 2212.194, 2292.066, 190.635, 4086.372 
 9892, 10374, 2235.427, 2294.656, 172.793, 5245.279 
 9893, 10375, 2235.427, 2294.656, 172.793, 535.556 
 9894,  3145, 2238.138, 2285.449, 177.939, 2905.876 
 9895,  3146, 2238.138, 2285.449, 177.939, 9942.755 
 9896,  3147, 2238.138, 2285.449, 177.939, 368.780 
 9897, 12628, 2236.857, 2281.458, 178.877, 4197.531 
 9898, 12629, 2236.857, 2281.458, 178.877, 9914.426 
 9899, 12630, 2236.857, 2281.458, 178.877, 9914.426 
 9900, 12631, 2236.857, 2281.458, 178.877, 7380.949 
 9901, 12638, 2236.857, 2281.458, 178.877, 3507.870 
 9902,   136, 2263.626, 2289.998, 179.868, 983.497 
 9903,   137, 2263.626, 2289.998, 179.868, 1365.967 
 9904,  1572, 2216.686, 2275.571, 178.092, 9725.813 
 9905,  1573, 2216.686, 2275.571, 178.092, 6034.468 
 9906,   630, 2201.191, 2286.513, 182.245, 9349.084 
 9907,   631, 2201.191, 2286.513, 182.245, 8656.196 
 9908, 11743, 2204.740, 2291.007, 179.893, 782.606 
 9909, 11744, 2204.740, 2291.007, 179.893, 7224.209 
 9910,  7642, 2216.060, 2277.892, 193.468, 4792.802 
 9911,  8211, 2289.923, 2294.576, 175.935, 3787.820 
 9912,  8222, 2289.923, 2294.576, 175.935, 1294.329 
 9913,  8223, 2289.923, 2294.576, 175.935, 9991.781 
 9914,  8224, 2289.923, 2294.576, 175.935, 4732.479 
 9915, 11511, 2236.001, 2286.565, 191.472, 6469.284 
 9916, 11512, 2236.001, 2286.565, 191.472, 3938.806 
 9917,  1376, 2236.436, 2288.535, 173.676, 2430.162 
 9918,  1377, 2236.436, 2288.535, 173.676, 9936.773 
 9919,  1378, 2236.436, 2288.535, 173.676, 9936.773 
 9920,  1379, 2236.436, 2288.535, 173.676, 9936.773 
 9921,  1380, 2236.436, 2288.535, 173.676, 9936.773 
 9922,  1381, 2236.436, 2288.535, 173.676, 4395.731 
 9923, 13538, 2205.500, 2269.608, 182.269, 6728.730 
 9924, 13539, 2205.500, 2269.608, 182.269, 7935.461 
 9925, 16781, 2235.290, 2284.855, 173.805, 7448.469 
 9926,  4782, 2286.455, 2294.809, 184.692, 8590.985 
 9927, 15838, 2287.895, 2296.197, 180.000, 3630.240 
 9928, 15839, 2287.895, 2296.197, 180.000, 10057.979 
 9929, 15840, 2287.895, 2296.197, 180.000, 10057.979 
 9930, 15841, 2287.895, 2296.197, 180.000, 1683.746 
 9931,  7820, 2207.192, 2287.460, 189.393, 1455.222 
 9932,  7821, 2207.192, 2287.460, 189.393, 2630.932 
 9933,  3852, 2220.370, 2277.378, 189.853, 1455.134 
 9934,  3853, 2220.370, 2277.378, 189.853, 9096.580 
 9935,   804, 2202.421, 2286.715, 182.835, 2364.136 
 9936,   805, 2202.421, 2286.715, 182.835, 9874.023 
 9937,   806, 2202.421, 2286.715, 182.835, 9874.023 
 9938,   807, 2202.421, 2286.715, 182.835, 236.860 
 9939, 12911, 2240.247, 2297.861, 185.337, 2184.892 
 9940, 16908, 2285.420, 2311.113, 169.023, 4882.483 
 9941, 16909, 2285.420, 2311.113, 169.023, 10013.059 
 9942, 16910, 2285.420, 2311.113, 169.023, 10013.059 
 9943, 16911, 2285.420, 2311.113, 169.023, 4273.038 
 9944,   473, 2248.871, 2302.457, 174.200, 272.366 
 9945,   474, 2248.871, 2302.457, 174.200, 2669.823 
 9946,   475, 2248.871, 2302.457, 174.200, 5643.427 
 9947,   476, 2248.871, 2302.457, 174.200, 9905.314 
 9948,   477, 2248.871, 2302.457, 174.200, 9905.314 
 9949,   478, 2248.871, 2302.457, 174.200, 3530.502 
 9950, 11450, 2283.937, 2312.338, 184.768, 5441.008 
 9951, 18083, 2284.945, 2305.647, 168.858, 1762.883 
 9952, 18084, 2284.945, 2305.647, 168.858, 3566.798 
 9953, 10687, 2254.665, 2300.599, 189.928, 4118.738 
 9954, 10688, 2254.665, 2300.599, 189.928, 9961.554 
 9955, 10689, 2254.665, 2300.599, 189.928, 2110.386 
 9956, 10691, 2254.665, 2300.599, 189.928, 4386.713 
 9957, 10692, 2254.665, 2300.599, 189.928, 5056.062 
 9958, 10693, 2254.665, 2300.599, 189.928, 9961.554 
 9959, 10694, 2254.665, 2300.599, 189.928, 9961.554 
 9960, 10695, 2254.665, 2300.599, 189.928, 2822.359 
 9961,  4300, 2292.639, 2310.885, 167.686, 2738.572 
 9962,  4301, 2292.639, 2310.885, 167.686, 1614.384 
 9963, 16866, 2283.415, 2313.362, 170.451, 2975.823 
 9964, 12874, 2268.893, 2309.912, 177.925, 8565.575 
 9965, 13219, 2299.324, 2316.812, 168.104, 1767.041 
 9966, 13220, 2299.324, 2316.812, 168.104, 10009.398 
 9967, 13221, 2299.324, 2316.812, 168.104, 10009.398 
 9968, 13222, 2299.324, 2316.812, 168.104, 1549.018 
 9969, 13227, 2299.324, 2316.812, 168.104, 3078.589 
 9970, 13228, 2299.324, 2316.812, 168.104, 10009.398 
 9971, 13229, 2299.324, 2316.812, 168.104, 9130.123 
 9972, 13230, 2299.324, 2316.812, 168.104, 10009.398 
 9973, 13231, 2299.324, 2316.812, 168.104, 10009.398 
 9974, 13232, 2299.324, 2316.812, 168.104, 7319.587 
 9975, 18173, 2297.876, 2309.340, 184.029, 219.560 
 9976, 18182, 2297.876, 2309.340, 184.029, 801.289 
 9977,  2734, 2295.531, 2317.137, 173.865, 5839.507 
 9978,  2735, 2295.531, 2317.137, 173.865, 1222.263 
 9979,  2741, 2295.531, 2317.137, 173.865, 3152.571 
 9980,  2742, 2295.531, 2317.137, 173.865, 10024.316 
 9981,  2743, 2295.531, 2317.137, 173.865, 7251.526 
 9982,  2744, 2295.531, 2317.137, 173.865, 10024.316 
 9983,  2745, 2295.531, 2317.137, 173.865, 6071.810 
 9984, 10992, 2292.192, 3262.603, -12.960, 7228.294 
 9985, 10993, 2292.192, 3262.603, -12.960, 10401.644 
 9986, 10994, 2292.192, 3262.603, -12.960, 169.622 
 9987,  9392, 2287.912, 3235.194, -11.629, 655.994 
 9988,  9393, 2287.912, 3235.194, -11.629, 7956.251 
 9989,  8597, 2296.747, 3256.102, -5.142, 1131.168 
 9990,   901, 2279.027, 3288.567, 0.611, 2597.089 
 9991,   905, 2279.027, 3288.567, 0.611, 8140.878 
 9992,   906, 2279.027, 3288.567, 0.611, 9209.690 
 9993,   907, 2279.027, 3288.567, 0.611, 10391.900 
 9994,   908, 2279.027, 3288.567, 0.611, 10391.900 
 9995,   909, 2279.027, 3288.567, 0.611, 6802.688 
 9996,  3867, 2291.718, 3255.163, -15.788, 660.075 
 9997, 13122, 2286.595, 3247.743, -0.777, 2564.078 
 9998, 13123, 2286.595, 3247.743, -0.777, 10381.417 
 9999, 13124, 2286.595, 3247.743, -0.777, 1126.650 
10000, 16352, 2281.590, 3284.834, 7.917, 9915.112 
10001, 16353, 2281.590, 3284.834, 7.917, 10403.068 
10002, 16354, 2281.590, 3284.834, 7.917, 8997.228 
10003,  4133, 2270.962, 3272.452, -7.511, 1722.551 
10004,  4134, 2270.962, 3272.452, -7.511, 5414.299 
10005, 11350, 2279.679, 3259.824, -14.600, 6548.907 
10006, 11351, 2279.679, 3259.824, -14.600, 10201.219 
10007, 11352, 2279.679, 3259.824, -14.600, 7095.648 
10008, 12481, 2271.414, 3271.340, 2.656, 6744.185 
10009, 12482, 2271.414, 3271.340, 2.656, 4481.452 
10010, 14718, 2294.948, 3266.501, -5.853, 1615.443 
10011, 14719, 2294.948, 3266.501, -5.853, 10418.512 
10012, 14720, 2294.948, 3266.501, -5.853, 6287.511 
10013, 11184, 2286.870, 3256.217, 4.710, 1454.502 
10014, 11185, 2286.870, 3256.217, 4.710, 744.043 
10015,  3364, 2286.590, 3246.513, -3.309, 7731.163 
10016,  3365, 2286.590, 3246.513, -3.309, 10422.082 
10017,  3366, 2286.590, 3246.513, -3.309, 6336.353 
10018, 10248, 2291.344, 3234.768, -19.063, 4452.338 
10019, 10249, 2291.344, 3234.768, -19.063, 137.459 
10020,  1060, 2297.086, 3231.197, -5.365, 2589.012 
10021,  1061, 2297.086, 3231.197, -5.365, 10426.664 
10022,  1062, 2297.086, 3231.197, -5.365, 1405.524 
10023, 15926, 2288.681, 3240.320, -6.337, 268.016 
10024, 15927, 2288.681, 3240.320, -6.337, 10438.073 
10025, 15928, 2288.681, 3240.320, -6.337, 10370.095 
10026, 15929, 2288.681, 3240.320, -6.337, 10438.073 
10027, 15930, 2288.681, 3240.320, -6.337, 10438.073 
10028, 15931, 2288.681, 3240.320, -6.337, 4564.893 
10029, 15934, 2288.681, 3240.320, -6.337, 8858.829 
10030, 15935, 2288.681, 3240.320, -6.337, 9063.607 
10031,  4018, 2295.639, 3253.708, 0.867, 5950.827 
10032,  4019, 2295.639, 3253.708, 0.867, 10387.372 
10033,  4020, 2295.639, 3253.708, 0.867, 4824.449 
10034, 13118, 2288.039, 3277.443, -4.499, 849.891 
10035, 13119, 2288.039, 3277.443, -4.499, 10405.785 
10036, 13120, 2288.039, 3277.443, -4.499, 10405.785 
10037, 13121, 2288.039, 3277.443, -4.499, 10405.785 
10038, 13122, 2288.039, 3277.443, -4.499, 10405.785 
10039, 13123, 2288.039, 3277.443, -4.499, 2423.043 
10040, 13126, 2288.039, 3277.443, -4.499, 4024.890 
10041, 17608, 2270.709, 3296.595, -2.529, 6641.173 
10042, 17609, 2270.709, 3296.595, -2.529, 4698.539 
10043, 19298, 2285.337, 3246.753, -4.768, 1940.247 
10044, 15059, 2262.836, 3286.043, -2.428, 2911.674 
10045, 15060, 2262.836, 3286.043, -2.428, 10418.003 
10046, 15061, 2262.836, 3286.043, -2.428, 10418.003 
10047, 15062, 2262.836, 3286.043, -2.428, 6216.297 
10048, 14850, 2296.641, 3260.872, -7.445, 7209.579 
10049,  6238, 2275.771, 3262.199, -3.136, 5481.442 
10050,  6240, 2275.771, 3262.199, -3.136, 218.088 
10051,  6241, 2275.771, 3262.199, -3.136, 160.318 
10052,  7571, 2271.077, 3264.962, 0.732, 4666.444 
10053,  7572, 2271.077, 3264.962, 0.732, 4085.090 
10054, 16045, 2283.130, 3283.139, -5.002, 6950.195 
10055, 16046, 2283.130, 3283.139, -5.002, 8047.852 
10056, 13970, 2290.988, 3255.985, -13.794, 1678.304 
10057,  2053, 2286.855, 3273.461, 0.936, 1293.406 
10058,  2054, 2286.855, 3273.461, 0.936, 5966.689 
10059,  2055, 2286.855, 3273.461, 0.936, 4968.541 
10060,  2056, 2286.855, 3273.461, 0.936, 8184.203 
10061,  2059, 2286.855, 3273.461, 0.936, 4187.733 
10062,  2060, 2286.855, 3273.461, 0.936, 728.517 
10063,  9613, 2298.333, 3249.476, -13.463, 7567.229 
10064,  9614, 2298.333, 3249.476, -13.463, 10403.186 
10065,  9615, 2298.333, 3249.476, -13.463, 4383.386 
10066,  9624, 2298.333, 3249.476, -13.463, 135.461 
10067,  9625, 2298.333, 3249.476, -13.463, 10403.186 
10068,  9626, 2298.333, 3249.476, -13.463, 7659.137 
10069,  3270, 2283.925, 3243.294, -3.801, 961.461 
10070, 12927, 2298.626, 3223.579, -12.884, 5989.792 
10071, 12928, 2298.626, 3223.579, -12.884, 859.392 
10072,  5281, 2288.824, 3267.918, -8.473, 1178.222 
10073,  5282, 2288.824, 3267.918, -8.473, 10428.541 
10074,  5283, 2288.824, 3267.918, -8.473, 10428.541 
10075,  5284, 2288.824, 3267.918, -8.473, 2849.272 
10076, 17442, 2276.155, 3292.444, -4.631, 6052.202 
10077, 17443, 2276.155, 3292.444, -4.631, 666.835 
10078,  7302, 2279.218, 3266.099, -15.253, 5017.203 
10079,  3685, 2274.665, 3280.032, 9.439, 1680.938 
10080,  3686, 2274.665, 3280.032, 9.439, 415.830 
10081,  3687, 2274.665, 3280.032, 9.439, 9415.733 
10082, 15217, 2212.278, 3379.460, 32.436, 4390.910 
10083, 15218, 2212.278, 3379.460, 32.436, 10395.011 
10084, 15219, 2212.278, 3379.460, 32.436, 800.329 
10085, 16255, 2218.182, 3369.771, 32.795, 1179.099 
10086, 18813, 2231.504, 3331.938, 16.639, 9507.331 
10087, 18814, 2231.504, 3331.938, 16.639, 10392.423 
10088, 18815, 2231.504, 3331.938, 16.639, 9568.321 
10089, 18818, 2231.504, 3331.938, 16.639, 8525.002 
10090, 18819, 2231.504, 3331.938, 16.639, 10392.423 
10091, 18820, 2231.504, 3331.938, 16.639, 2217.758 
10092,  1562, 2244.603, 3352.445, 13.809, 6337.255 
10093,  1563, 2244.603, 3352.445, 13.809, 7446.891 
10094, 17517, 2263.140, 3311.268, 12.792, 2758.565 
10095, 17518, 2263.140, 3311.268, 12.792, 2828.466 
10096, 13741, 2268.187, 3309.212, 1.834, 812.366 
10097, 13744, 2268.187, 3309.212, 1.834, 3934.499 
10098, 13746, 2268.187, 3309.212, 1.834, 688.704 
10099, 13747, 2268.187, 3309.212, 1.834, 1208.152 
10100, 13748, 2268.187, 3309.212, 1.834, 1448.729 
10101, 13749, 2268.187, 3309.212, 1.834, 5266.288 
10102, 13754, 2268.187, 3309.212, 1.834, 3180.946 
10103, 13755, 2268.187, 3309.212, 1.834, 3246.166 
10104, 13758, 2268.187, 3309.212, 1.834, 710.972 
10105, 13759, 2268.187, 3309.212, 1.834, 10403.347 
10106, 13760, 2268.187, 3309.212, 1.834, 10403.347 
10107, 13761, 2268.187, 3309.212, 1.834, 10403.347 
10108, 13762, 2268.187, 3309.212, 1.834, 10403.347 
10109, 13763, 2268.187, 3309.212, 1.834, 7755.780 
10110, 13767, 2268.187, 3309.212, 1.834, 2837.103 
10111, 13768, 2268.187, 3309.212, 1.834, 856.847 
10112,  4372, 2204.892, 3373.252, 22.598, 2925.097 
10113, 10883, 2226.891, 3350.960, 11.052, 2538.434 
10114, 10884, 2226.891, 3350.960, 11.052, 10429.813 
10115, 10885, 2226.891, 3350.960, 11.052, 10429.813 
10116, 10886, 2226.891, 3350.960, 11.052, 7290.508 
10117, 19762, 2240.636, 3350.853, 19.189, 8600.050 
10118, 19763, 2240.636, 3350.853, 19.189, 7254.292 
